Year,Job Family,Total Salary
2016,Fire Services,37114.85
2015,Fire Services,242197.36
2014,Fire Services,216971.36
2013,Fire Services,192532.9
2016,Fire Services,135160.15
2015,Fire Services,93475.84
2014,Fire Services,23757.5
2016,Fire Services,175826.77
2015,Fire Services,166512.1
2014,Fire Services,152598.6
2013,Fire Services,158129.37
2016,Fire Services,137799.91
2015,Fire Services,137223.63
2014,Fire Services,131948.36
2013,Fire Services,139197.87
2016,Fire Services,144785.34
2015,Fire Services,131486.95
2014,Fire Services,139874.66
2013,Fire Services,156204.64
2016,Fire Services,183414.69
2015,Fire Services,149848.9
2014,Fire Services,141546.79
2013,Fire Services,158412.56
2016,Fire Services,137526.29
2015,Fire Services,137787.16
2014,Fire Services,131794.18
2013,Fire Services,140858.36
2016,Fire Services,239571.82
2016,Fire Services,116314.31
2015,Fire Services,129763.44
2014,Fire Services,107434.24
2013,Fire Services,57915.27
2016,Fire Services,107088.25
2015,Fire Services,185952.12
2014,Fire Services,33278.32
2014,Fire Services,129699.91
2013,Fire Services,159289.93
2014,Fire Services,138423.95
2013,Fire Services,210156.2
2016,Fire Services,124227.86
2015,Fire Services,97330.76
2014,Fire Services,124634.64
2013,Fire Services,123490.52
2016,Fire Services,172.35
2015,Fire Services,2369.81
2016,Fire Services,178350.25
2015,Fire Services,173785.69
2014,Fire Services,134747.43
2013,Fire Services,179500.29
2016,Fire Services,137833.3
2015,Fire Services,135609.99
2014,Fire Services,133249.05
2013,Fire Services,137721.79
2016,Fire Services,159448.93
2015,Fire Services,158466.49
2014,Fire Services,168939.61
2013,Fire Services,186433.11
2016,Fire Services,236248.76
2015,Fire Services,266755.29
2014,Fire Services,233269.15
2013,Fire Services,293898.23
2013,Fire Services,92400.63
2016,Fire Services,212458.37
2015,Fire Services,209964.28
2014,Fire Services,189640.91
2013,Fire Services,171903.65
2014,Fire Services,11180.0
2016,Fire Services,141960.24
2015,Fire Services,163718.88
2014,Fire Services,162151.31
2013,Fire Services,179757.49
2016,Fire Services,239423.07
2015,Fire Services,230417.02
2014,Fire Services,211336.44
2013,Fire Services,74042.7
2013,Fire Services,110542.65
2016,Fire Services,248850.41
2015,Fire Services,222228.48
2014,Fire Services,207343.04
2013,Fire Services,227783.08
2016,Fire Services,211785.59
2015,Fire Services,212701.55
2014,Fire Services,205161.13
2013,Fire Services,200650.78
2016,Fire Services,140831.7
2015,Fire Services,138810.18
2014,Fire Services,138158.29
2013,Fire Services,143472.07
2016,Fire Services,159494.04
2015,Fire Services,188097.89
2014,Fire Services,173676.03
2013,Fire Services,192969.66
2016,Fire Services,166902.78
2015,Fire Services,170769.13
2014,Fire Services,175776.8
2013,Fire Services,184458.49
2016,Fire Services,156750.7
2015,Fire Services,63295.29
2015,Fire Services,98303.11
2014,Fire Services,144690.15
2013,Fire Services,160255.83
2016,Fire Services,194416.94
2016,Fire Services,288746.29
2015,Fire Services,281545.59
2014,Fire Services,262497.35
2013,Fire Services,289125.25
2015,Fire Services,188292.41
2014,Fire Services,187153.97
2013,Fire Services,203643.09
2016,Fire Services,148110.56
2015,Fire Services,141138.55
2014,Fire Services,141745.45
2013,Fire Services,142305.29
2016,Fire Services,147892.75
2015,Fire Services,140625.08
2014,Fire Services,147097.58
2013,Fire Services,145625.82
2016,Fire Services,177768.18
2015,Fire Services,151806.93
2014,Fire Services,158294.03
2013,Fire Services,161564.94
2016,Fire Services,136731.06
2015,Fire Services,141189.9
2014,Fire Services,137383.31
2013,Fire Services,135597.97
2016,Fire Services,24082.82
2015,Fire Services,1508.06
2014,Fire Services,117778.91
2013,Fire Services,182339.83
2016,Fire Services,160692.18
2015,Fire Services,148678.3
2014,Fire Services,130444.19
2013,Fire Services,137636.52
2016,Fire Services,268998.15
2015,Fire Services,283471.36
2014,Fire Services,231447.44
2013,Fire Services,19403.26
2013,Fire Services,230564.53
2016,Fire Services,52607.41
2016,Fire Services,252621.05
2015,Fire Services,232821.47
2014,Fire Services,231192.23
2013,Fire Services,277479.82
2016,Fire Services,2297.86
2016,Fire Services,8543.99
2014,Fire Services,191054.94
2013,Fire Services,69811.2
2013,Fire Services,123103.67
2016,Fire Services,176231.46
2015,Fire Services,149492.78
2014,Fire Services,153577.86
2013,Fire Services,173314.72
2016,Fire Services,133518.12
2015,Fire Services,124472.44
2014,Fire Services,108378.39
2013,Fire Services,95481.4
2016,Fire Services,7814.63
2016,Fire Services,153846.51
2015,Fire Services,160032.01
2014,Fire Services,167574.61
2013,Fire Services,174202.37
2016,Fire Services,96661.83
2015,Fire Services,52495.95
2016,Fire Services,5756.06
2015,Fire Services,4260.12
2014,Fire Services,4232.04
2013,Fire Services,2821.36
2016,Fire Services,197903.73
2015,Fire Services,202989.27
2014,Fire Services,184188.54
2013,Fire Services,196360.92
2016,Fire Services,129595.73
2015,Fire Services,117651.96
2014,Fire Services,95985.4
2013,Fire Services,36404.65
2016,Fire Services,11133.08
2016,Fire Services,101592.29
2016,Fire Services,51015.78
2015,Fire Services,157770.93
2014,Fire Services,170798.15
2013,Fire Services,165627.77
2016,Fire Services,166168.46
2015,Fire Services,156806.9
2014,Fire Services,147690.67
2013,Fire Services,163871.68
2016,Fire Services,163715.82
2015,Fire Services,164467.55
2014,Fire Services,161435.61
2013,Fire Services,168386.69
2016,Fire Services,204335.1
2015,Fire Services,202066.31
2014,Fire Services,241984.28
2016,Fire Services,88797.57
2015,Fire Services,24004.0
2014,Fire Services,112602.98
2013,Fire Services,151747.74
2016,Fire Services,139538.39
2015,Fire Services,145503.33
2014,Fire Services,140134.51
2013,Fire Services,147574.02
2015,Fire Services,84760.93
2016,Fire Services,16365.6
2016,Fire Services,194518.57
2015,Fire Services,160094.83
2014,Fire Services,171740.83
2013,Fire Services,194344.76
2016,Fire Services,9050.46
2013,Fire Services,245779.24
2016,Fire Services,278658.32
2015,Fire Services,294930.72
2016,Fire Services,203605.79
2015,Fire Services,200739.04
2014,Fire Services,198307.8
2016,Fire Services,150472.37
2015,Fire Services,168017.74
2014,Fire Services,149087.38
2013,Fire Services,118118.72
2016,Fire Services,94870.62
2016,Fire Services,188307.48
2015,Fire Services,174448.12
2014,Fire Services,154746.25
2013,Fire Services,168236.64
2016,Fire Services,61971.67
2014,Fire Services,229246.6
2013,Fire Services,320375.79
2013,Fire Services,155189.6
2016,Fire Services,176575.92
2015,Fire Services,144290.55
2015,Fire Services,95823.45
2014,Fire Services,94771.39
2013,Fire Services,79979.4
2013,Fire Services,93625.7
2016,Fire Services,60163.94
2014,Fire Services,161046.41
2013,Fire Services,105935.8
2016,Fire Services,99359.64
2015,Fire Services,24004.0
2016,Fire Services,161853.05
2015,Fire Services,161477.34
2014,Fire Services,166907.41
2013,Fire Services,155447.86
2016,Fire Services,147213.73
2016,Fire Services,60323.51
2015,Fire Services,207649.09
2014,Fire Services,228505.95
2013,Fire Services,201760.5
2016,Fire Services,9575.8
2015,Fire Services,2369.81
2016,Fire Services,200679.59
2015,Fire Services,232729.76
2014,Fire Services,192511.82
2016,Fire Services,187095.91
2015,Fire Services,200719.4
2014,Fire Services,199500.01
2016,Fire Services,139545.84
2015,Fire Services,121088.93
2014,Fire Services,124879.05
2013,Fire Services,130158.34
2016,Fire Services,92298.44
2015,Fire Services,80435.28
2014,Fire Services,75572.2
2013,Fire Services,162496.85
2013,Fire Services,201930.04
2016,Fire Services,174017.58
2015,Fire Services,210062.59
2014,Fire Services,204555.69
2013,Fire Services,194786.71
2016,Fire Services,168630.12
2015,Fire Services,173695.89
2014,Fire Services,171133.95
2013,Fire Services,187862.9
2016,Fire Services,77184.53
2016,Fire Services,218505.32
2015,Fire Services,218768.16
2014,Fire Services,223569.03
2013,Fire Services,212639.95
2016,Fire Services,171834.04
2015,Fire Services,168244.9
2014,Fire Services,188825.48
2013,Fire Services,174148.11
2016,Fire Services,167251.92
2015,Fire Services,166249.02
2014,Fire Services,193163.88
2013,Fire Services,170389.25
2016,Fire Services,239116.09
2015,Fire Services,188121.96
2014,Fire Services,151613.06
2013,Fire Services,141084.16
2016,Fire Services,190102.22
2015,Fire Services,29744.25
2016,Fire Services,142455.67
2015,Fire Services,148120.35
2014,Fire Services,152214.68
2013,Fire Services,178976.86
2016,Fire Services,75162.63
2015,Fire Services,168802.48
2014,Fire Services,184076.19
2013,Fire Services,219713.56
2016,Fire Services,195938.14
2015,Fire Services,231775.99
2014,Fire Services,246470.66
2013,Fire Services,276409.29
2016,Fire Services,236129.01
2015,Fire Services,206162.11
2014,Fire Services,202044.66
2013,Fire Services,210847.02
2016,Fire Services,208708.16
2015,Fire Services,176668.85
2014,Fire Services,168683.48
2013,Fire Services,215485.58
2016,Fire Services,162829.13
2015,Fire Services,169367.62
2014,Fire Services,156309.7
2013,Fire Services,160305.53
2016,Fire Services,94114.69
2015,Fire Services,88575.03
2014,Fire Services,72834.81
2016,Fire Services,166867.89
2015,Fire Services,155667.88
2014,Fire Services,64981.44
2014,Fire Services,76620.83
2013,Fire Services,146876.63
2016,Fire Services,102274.57
2015,Fire Services,58119.97
2016,Fire Services,113026.67
2015,Fire Services,91943.75
2014,Fire Services,32823.66
2016,Fire Services,21700.13
2016,Fire Services,158239.62
2015,Fire Services,170470.26
2014,Fire Services,229647.76
2013,Fire Services,177819.15
2016,Fire Services,230945.22
2015,Fire Services,228629.26
2014,Fire Services,209180.95
2013,Fire Services,243147.59
2016,Fire Services,186749.89
2015,Fire Services,194053.91
2014,Fire Services,165944.53
2013,Fire Services,183290.95
2016,Fire Services,133995.95
2015,Fire Services,128932.18
2014,Fire Services,135996.54
2013,Fire Services,138593.59
2016,Fire Services,5117.41
2016,Fire Services,154933.6
2015,Fire Services,141137.33
2014,Fire Services,145876.38
2013,Fire Services,148010.82
2016,Fire Services,149866.96
2015,Fire Services,166347.08
2014,Fire Services,155982.37
2013,Fire Services,159448.83
2016,Fire Services,154762.74
2015,Fire Services,142874.27
2014,Fire Services,197944.44
2013,Fire Services,223025.76
2016,Fire Services,227393.62
2015,Fire Services,209977.97
2014,Fire Services,178412.94
2016,Fire Services,185337.25
2015,Fire Services,170993.29
2014,Fire Services,186330.53
2013,Fire Services,197414.79
2016,Fire Services,198389.34
2015,Fire Services,74193.31
2015,Fire Services,106556.38
2014,Fire Services,157517.57
2013,Fire Services,155252.45
2016,Fire Services,39639.2
2016,Fire Services,184639.95
2015,Fire Services,226729.48
2014,Fire Services,189167.22
2013,Fire Services,18071.73
2013,Fire Services,123512.58
2013,Fire Services,30447.97
2013,Fire Services,193138.31
2016,Fire Services,183635.71
2015,Fire Services,176569.78
2014,Fire Services,78247.06
2014,Fire Services,95827.96
2013,Fire Services,168079.54
2016,Fire Services,122053.84
2015,Fire Services,108320.32
2014,Fire Services,108560.84
2013,Fire Services,98950.92
2016,Fire Services,214491.01
2015,Fire Services,245020.03
2014,Fire Services,192588.04
2013,Fire Services,266450.61
2016,Fire Services,145121.09
2015,Fire Services,154041.21
2014,Fire Services,176651.59
2013,Fire Services,163826.33
2016,Fire Services,150761.97
2015,Fire Services,153309.3
2014,Fire Services,158381.46
2013,Fire Services,158117.83
2016,Fire Services,195158.18
2015,Fire Services,221373.8
2014,Fire Services,196214.89
2013,Fire Services,208402.68
2016,Fire Services,103473.68
2015,Fire Services,55367.94
2016,Fire Services,140848.6
2015,Fire Services,138835.09
2014,Fire Services,138185.85
2013,Fire Services,143500.68
2016,Fire Services,241649.36
2015,Fire Services,207225.44
2014,Fire Services,226486.74
2013,Fire Services,208593.13
2016,Fire Services,172947.28
2015,Fire Services,171109.24
2014,Fire Services,170446.41
2016,Fire Services,148966.07
2015,Fire Services,141866.93
2014,Fire Services,132727.65
2013,Fire Services,176479.47
2016,Fire Services,187279.34
2015,Fire Services,198457.61
2014,Fire Services,209341.42
2013,Fire Services,228272.01
2013,Fire Services,136986.17
2016,Fire Services,114395.75
2015,Fire Services,108768.1
2014,Fire Services,106569.12
2013,Fire Services,26417.21
2016,Fire Services,198792.94
2015,Fire Services,210912.94
2014,Fire Services,202442.48
2013,Fire Services,183630.25
2016,Fire Services,168006.74
2015,Fire Services,172149.11
2014,Fire Services,153549.64
2013,Fire Services,99371.73
2016,Fire Services,82564.08
2015,Fire Services,106695.06
2014,Fire Services,87870.74
2013,Fire Services,2050.2
2013,Fire Services,84638.96
2016,Fire Services,148336.54
2015,Fire Services,165630.08
2014,Fire Services,176870.16
2013,Fire Services,177730.19
2016,Fire Services,4351.05
2016,Fire Services,236383.67
2015,Fire Services,33982.61
2015,Fire Services,217949.48
2014,Fire Services,239559.82
2013,Fire Services,254892.12
2015,Fire Services,51293.9
2014,Fire Services,184134.77
2013,Fire Services,251248.55
2016,Fire Services,173785.61
2015,Fire Services,194158.49
2014,Fire Services,159796.35
2013,Fire Services,214003.18
2016,Fire Services,67073.33
2015,Fire Services,79023.56
2014,Fire Services,23757.5
2016,Fire Services,143073.35
2016,Fire Services,207677.59
2015,Fire Services,219770.03
2014,Fire Services,215806.53
2013,Fire Services,229594.66
2016,Fire Services,15821.62
2015,Fire Services,2369.81
2016,Fire Services,34752.71
2015,Fire Services,40283.65
2014,Fire Services,117010.94
2013,Fire Services,110901.94
2015,Fire Services,133728.21
2014,Fire Services,123439.84
2013,Fire Services,137527.93
2016,Fire Services,126090.62
2015,Fire Services,112046.08
2014,Fire Services,105227.16
2013,Fire Services,98126.3
2016,Fire Services,202978.22
2015,Fire Services,196921.52
2014,Fire Services,196301.86
2013,Fire Services,227556.89
2016,Fire Services,222515.74
2015,Fire Services,227521.95
2014,Fire Services,209287.74
2013,Fire Services,216755.23
2016,Fire Services,183723.03
2015,Fire Services,182749.51
2014,Fire Services,175077.34
2013,Fire Services,192233.42
2016,Fire Services,119835.16
2015,Fire Services,116687.25
2014,Fire Services,108886.81
2013,Fire Services,84222.12
2016,Fire Services,130602.11
2015,Fire Services,153912.34
2014,Fire Services,131235.0
2013,Fire Services,135083.85
2014,Fire Services,121361.73
2013,Fire Services,122889.36
2013,Fire Services,29587.76
2016,Fire Services,124208.71
2015,Fire Services,89389.16
2014,Fire Services,23757.5
2016,Fire Services,132601.51
2015,Fire Services,124752.79
2016,Fire Services,4320.0
2016,Fire Services,8943.82
2014,Fire Services,129674.82
2013,Fire Services,135690.96
2016,Fire Services,141931.55
2015,Fire Services,96480.82
2014,Fire Services,23757.5
2016,Fire Services,39971.54
2016,Fire Services,89158.81
2015,Fire Services,87136.24
2014,Fire Services,77266.4
2013,Fire Services,96734.47
2016,Fire Services,120997.31
2015,Fire Services,112219.03
2014,Fire Services,96363.16
2016,Fire Services,7943.96
2016,Fire Services,11751.13
2016,Fire Services,4320.0
2016,Fire Services,172873.08
2015,Fire Services,164423.97
2014,Fire Services,74781.2
2014,Fire Services,91878.97
2013,Fire Services,182172.04
2016,Fire Services,176220.7
2015,Fire Services,177107.11
2014,Fire Services,172936.42
2013,Fire Services,177601.98
2016,Fire Services,167774.73
2015,Fire Services,50611.29
2015,Fire Services,91801.57
2014,Fire Services,142747.15
2013,Fire Services,148976.06
2016,Fire Services,166427.96
2015,Fire Services,18585.04
2015,Fire Services,121130.43
2014,Fire Services,138062.68
2013,Fire Services,144043.35
2016,Fire Services,4320.0
2016,Fire Services,244579.35
2015,Fire Services,231609.22
2014,Fire Services,256741.67
2013,Fire Services,276690.04
2016,Fire Services,79237.48
2015,Fire Services,55387.04
2016,Fire Services,83858.76
2015,Fire Services,79381.5
2014,Fire Services,33969.12
2016,Fire Services,126307.98
2015,Fire Services,111919.81
2014,Fire Services,91503.34
2013,Fire Services,88113.47
2016,Fire Services,213605.49
2015,Fire Services,193559.7
2014,Fire Services,200133.63
2013,Fire Services,192513.26
2016,Fire Services,143865.08
2015,Fire Services,139103.98
2014,Fire Services,138395.15
2013,Fire Services,147944.67
2016,Fire Services,167935.87
2015,Fire Services,187931.18
2014,Fire Services,181740.18
2013,Fire Services,174169.04
2016,Fire Services,1163.36
2016,Fire Services,19715.69
2015,Fire Services,133267.89
2014,Fire Services,131537.9
2013,Fire Services,135588.15
2016,Fire Services,176463.68
2015,Fire Services,153140.02
2014,Fire Services,122480.76
